ICAO_Code,Location_Name,Latitude,Longitude,Terr_code,ICAO Member State,ICAO_Code
FVKK,KWEKWE,-18.9325,29.9911111,FV,Zimbabwe,FVKK
FVKW,MKWASINE,-20.7911111,31.8136111,FV,Zimbabwe,FVKW
FVKZ,KEZI,-20.9225,28.4775,FV,Zimbabwe,FVKZ
FVLS,LONE STAR RANCH,-21.0611111,31.8902778,FV,Zimbabwe,FVLS
FVLU,LUSULU,-18.0675,27.8447222,FV,Zimbabwe,FVLU
FVMA,MARONDERA,-18.1877778,31.4694444,FV,Zimbabwe,FVMA
FVMB,MASHUMBI,-16.1719444,30.5647222,FV,Zimbabwe,FVMB
FVMD,MOUNT DARWIN,-16.7691667,31.5597222,FV,Zimbabwe,FVMD
FVMK,MKONONO,-17.7166667,30.4166667,FV,Zimbabwe,FVMK
FVML,MILIBIZI,-17.9608333,27.1186111,FV,Zimbabwe,FVML
FVMM,MAHAMARA,-19.1002778,30.3152778,FV,Zimbabwe,FVMM
FVMN,MANA POOLS,-15.7852778,29.3855556,FV,Zimbabwe,FVMN
FVMT,MUTOKO,-17.4319444,32.1844444,FV,Zimbabwe,FVMT
FVMU,MUTARE,-18.9975,32.6272222,FV,Zimbabwe,FVMU
FVMV,MASVINGO,-20.06194444,30.86194444,FV,Zimbabwe,FVMV
FVMW,MUREWA,-17.65,31.8,FV,Zimbabwe,FVMW
FVNK,NKAYI,-19,28.8966667,FV,Zimbabwe,FVNK
FVNT,NOTTINGHAM,-22.1127778,29.6288889,FV,Zimbabwe,FVNT
FVNY,NYANYADZI,-19.7252778,32.4255556,FV,Zimbabwe,FVNY
FVOT,KOTWA,-16.9847222,32.6727778,FV,Zimbabwe,FVOT
FVPL,PLUMTREE,-20.4852778,27.7852778,FV,Zimbabwe,FVPL
FVRA,RATELSHOEK,-20.2344444,32.7975,FV,Zimbabwe,FVRA
FVRB,BARBERTON,-21.1291667,29.8725,FV,Zimbabwe,FVRB
FVRF,RIFA,-16.3130556,28.8991667,FV,Zimbabwe,FVRF
FVRT,RUTENGA,-21.2291667,30.7411111,FV,Zimbabwe,FVRT
FVRU,RUSAPE,-18.5783333,32.1183333,FV,Zimbabwe,FVRU
FVSC,SENCOL,-19.0286111,29.7219444,FV,Zimbabwe,FVSC
FVSE,SANYATI ESTATE,-17.9666667,29.2166667,FV,Zimbabwe,FVSE
FVSH,ZVISHAVANE,-20.2894444,30.0883333,FV,Zimbabwe,FVSH
FVSK,SKELTON,-17.5527778,30.4291667,FV,Zimbabwe,FVSK
FVSM,SENGWA MOUTH,-17.0502778,28.0016667,FV,Zimbabwe,FVSM
FVSN,SUN YET SEN,-21.3333333,28.5166667,FV,Zimbabwe,FVSN
FVSV,SPRAY VIEW,-17.9297222,25.8225,FV,Zimbabwe,FVSV
FVTA,TASHINGA,-16.7575,28.4430556,FV,Zimbabwe,FVTA
FVTD,TINFIELDS,-19.9416667,31.4255556,FV,Zimbabwe,FVTD
FVTI,TILBURY,-19.9072222,32.9694444,FV,Zimbabwe,FVTI
FVTJ,TONJE,-20.3166667,32.35,FV,Zimbabwe,FVTJ
FVTL,THORNHILL,-19.4363889,29.8611111,FV,Zimbabwe,FVTL
FVTS,TSHOLOTHSO,-19.7658333,27.7663889,FV,Zimbabwe,FVTS
FVTU,TULI,-21.9352778,29.1963889,FV,Zimbabwe,FVTU
FVVE,SOVELELE,-20.935,29.9341667,FV,Zimbabwe,FVVE
FVWD,WEDZA,-18.6166667,31.5833333,FV,Zimbabwe,FVWD
FVWE,WEST NICHOLSON,-21.0494444,29.3541667,FV,Zimbabwe,FVWE
FVWN,HWANGE NATIONAL PARK,-18.63388889,27.00805556,FV,Zimbabwe,FVWN
FVWT,HWANGE TOWN,-18.3630556,26.52,FV,Zimbabwe,FVWT
FVWZ,WANEZI,-21.3225,30.2641667,FV,Zimbabwe,FVWZ
FVYT,INYATI,-19.7,28.85,FV,Zimbabwe,FVYT
FVZC,ZISCO,-19.0286111,29.7219444,FV,Zimbabwe,FVZC
FVZK,ZAKA,-20.3358333,31.4516667,FV,Zimbabwe,FVZK
FWBG,BANGULA,-16.5783333,35.1158333,FW,Malawi,FWBG
FWCB,CHILUMBA,-10.4391667,34.2455556,FW,Malawi,FWCB
FWCD,CHELINDA,-10.5566667,33.8,FW,Malawi,FWCD
FWCM,CLUB MAKOKOLA,-14.3,35.13333333,FW,Malawi,FWCM
FWCS,NTCHISI,-13.3761111,33.8652778,FW,Malawi,FWCS
FWCT,CHITIPA,-9.7030556,33.2613889,FW,Malawi,FWCT
FWDW,DWANGWA,-12.515,34.13111111,FW,Malawi,FWDW
FWKA,KARONGA,-9.953419444,33.89317222,FW,Malawi,FWKA
FWKB,KATUMBI,-10.8302778,33.5080556,FW,Malawi,FWKB
FWKG,KASUNGU,-13.01666667,33.46666667,FW,Malawi,FWKG
FWKK,NKHOTAKOTA,-12.9211111,34.2808333,FW,Malawi,FWKK
FWLE,LILONGWE AIRBASE,-13.9661111,33.7019444,FW,Malawi,FWLE
FWLK,LIKOMA,-12.07971667,34.73636389,FW,Malawi,FWLK
FWLP,KASUNGU/LIFUPA,-13.0583333,33.1483333,FW,Malawi,FWLP
FWMC,MCHINJI,-13.8119444,32.8827778,FW,Malawi,FWMC
FWMG,MANGOCHI,-14.4897222,35.2625,FW,Malawi,FWMG
FWMY,MONKEY BAY,-14.0833333,34.9197222,FW,Malawi,FWMY
FWSJ,NSANJE,-16.91666667,35.25,FW,Malawi,FWSJ
FWSM,SALIMA,-13.7608333,34.5861111,FW,Malawi,FWSM
FWSU,NCHALO/SUCOMA,-16.26666667,34.91666667,FW,Malawi,FWSU
FWUU,MZUZU,-11.44416111,34.01225556,FW,Malawi,FWUU
FWZA,ZOMBA/ZOMBA,-15.3852778,35.3844444,FW,Malawi,FWZA
FXBB,BOBETE,-29.425,28.6672222,FX,Lesotho,FXBB
FXKA,KATSE,-29.36111111,28.52638889,FX,Lesotho,FXKA
FXKB,KOLBERG,-29.3780556,28.4925,FX,Lesotho,FXKB
FXKY,KUEBUNYANE,29.88055567,28.363889,FX,Lesotho,FXKY
FXLK,LEBAKENG,-29.8908333,28.6555556,FX,Lesotho,FXLK
FXLR,LERIBE,-28.85555556,28.05277778,FX,Lesotho,FXLR
FXLS,LESOBENG,-29.7833333,28.3166667,FX,Lesotho,FXLS
FXLT,LETSENG,-29.00833333,28.85555556,FX,Lesotho,FXLT
FXMA,MATSAILE,-29.8136111,28.8097222,FX,Lesotho,FXMA
FXMF,MAFETENG,-29.8,27.24444444,FX,Lesotho,FXMF
FXMH,MOHALES HOEK,-30.1452778,27.4722222,FX,Lesotho,FXMH
FXMK,MOKHOTLONG,-29.28055556,29.07222222,FX,Lesotho,FXMK
FXML,MALEFILOANE,-29.3338889,29.1913889,FX,Lesotho,FXML
FXMN,MANTSONYANE,-29.55,28.2666667,FX,Lesotho,FXMN
FXMP,MOHLANAPENG,-29.5833333,28.6833333,FX,Lesotho,FXMP
FXMS,MASHAI STORE,-29.6833333,28.8,FX,Lesotho,FXMS
FXMT,MATABENG STORE,-29.7833333,28.7666667,FX,Lesotho,FXMT
FXMU,MASERU/MEJAMETAIANA,-29.30277778,27.50277778,FX,Lesotho,FXMU
FXMV,MATABENG VILLAGE,-29.8166667,28.8,FX,Lesotho,FXMV
FXNH,NOHANAS,-30.0666667,27.8675,FX,Lesotho,FXNH
FXNK,NKAUS,-30.0166667,28.2,FX,Lesotho,FXNK
FXPG,PELANENG,-29.0861111,28.4972222,FX,Lesotho,FXPG
FXQG,QUTHING,-30.3411111,27.6936111,FX,Lesotho,FXQG
FXQN,QACHA'S NEK,-30.11111111,28.67222222,FX,Lesotho,FXQN
FXSE,SEHLABATHEBE,-29.9161111,29.04,FX,Lesotho,FXSE
FXSH,SEHONGHONG,-29.73055556,28.76944444,FX,Lesotho,FXSH
FXSK,SEKAKE,-30.0383333,28.3697222,FX,Lesotho,FXSK
FXSM,SEMONGKONG,-29.83888889,28.05833333,FX,Lesotho,FXSM
FXSS,SESHOTE,-29.2666667,28.5538889,FX,Lesotho,FXSS
FXST,ST. THERESA,-29.6125,28.7927778,FX,Lesotho,FXST
FXTA,THABATSEKA,-29.5230556,28.6158333,FX,Lesotho,FXTA
FXTB,TEBELLONG,-30.05,28.4333333,FX,Lesotho,FXTB
FXTK,TLOKOENG,-29.2333333,28.8833333,FX,Lesotho,FXTK
FYAA,AI-AIS,-27.85,17.4166667,FY,Namibia,FYAA
FYAB,AROAB,-26.7755556,19.6330556,FY,Namibia,FYAB
FYAN,ARANOS,-24.1283333,19.1147222,FY,Namibia,FYAN
FYAR,ARANDIS,-22.46666667,14.98333333,FY,Namibia,FYAR
FYAS,AUS,-26.6680556,16.2975,FY,Namibia,FYAS
FYAV,ARIAMSVLEI,-28.1258333,19.8433333,FY,Namibia,FYAV
FYBA,BAGBAG,-21.4166667,16.5333333,FY,Namibia,FYBA
FYBB,BEENBREECK,-23.4338889,17.94,FY,Namibia,FYBB
FYBC,BETHANIEN,-26.5475,17.1827778,FY,Namibia,FYBC
FYBG,BAGANI,-18.1183333,21.6244444,FY,Namibia,FYBG
FYBJ,BITTERWASSER,-23.8675,17.9797222,FY,Namibia,FYBJ
FYBR,BERSEBA,-26,17.75,FY,Namibia,FYBR
FYBW,BWABWATA,-17.82,22.5627778,FY,Namibia,FYBW
FYCC,CAPE CROSS,-21.7622222,13.9913889,FY,Namibia,FYCC
FYCO,COENBRITZ,-23.8333333,18.8333333,FY,Namibia,FYCO
FYCV,CORDOVA,-21.7327778,18.5413889,FY,Namibia,FYCV
FYDR,DIEPRIVIER,-20.5,15,FY,Namibia,FYDR
FYDS,DORDABIS,-22.9811111,17.6566667,FY,Namibia,FYDS
FYED,EDEN,-19.6,18.7833333,FY,Namibia,FYED
FYEK,EPUKIRO,-21.7866667,19.1061111,FY,Namibia,FYEK
FYEM,EMERITUS (ONANIS),-22.95,15.7833333,FY,Namibia,FYEM
FYEN,EENHANA,-17.4830556,16.3219444,FY,Namibia,FYEN
FYGB,GOBABIS,-22.50472222,18.97472222,FY,Namibia,FYGB
FYGC,GOCHAS,-24.8566667,18.8177778,FY,Namibia,FYGC
FYGF,GROOTFONTEIN,-19.6,18.13333333,FY,Namibia,FYGF
FYGH,GOLLSCHAU,-23.25,16.5,FY,Namibia,FYGH
FYGI,GIBEON,-25.1333333,17.8,FY,Namibia,FYGI
FYGK,GELUK,-24.6297222,15.9397222,FY,Namibia,FYGK
FYGL,OMARURU GAME LODGE,-21.3255556,16.0888889,FY,Namibia,FYGL
FYGM,GAMIS,-24.4166667,16.7166667,FY,Namibia,FYGM
FYGN,GRUNAU,-27.75,18.3333333,FY,Namibia,FYGN
FYGO,GOBABEB,-23.5544444,15.0875,FY,Namibia,FYGO
FYGP,GELUKSPUT,-20.2808333,16.7413889,FY,Namibia,FYGP
FYGR,GRASKOP,-20.0833333,15.5,FY,Namibia,FYGR
FYGT,GROSS TSAUB,-20.0277778,15.0666667,FY,Namibia,FYGT
FYGV,GRAVENSTEIN,-23.4588889,17.4977778,FY,Namibia,FYGV
FYHH,HELMERINGHAUSEN,-25.8833333,16.8333333,FY,Namibia,FYHH
FYHI,HALALI,-19.0283333,16.4588889,FY,Namibia,FYHI
FYHL,HUAB LODGE,-19.9677778,14.7766667,FY,Namibia,FYHL
FYHN,HENTIES BAY,-22.1666667,14.3333333,FY,Namibia,FYHN
FYHS,HOBAS,-27.6288889,17.6955556,FY,Namibia,FYHS
FYHT,HOBATERE,-19.3230556,14.3730556,FY,Namibia,FYHT
FYIA,INTO AFRICA LODGE,-24.0883333,17.9516667,FY,Namibia,FYIA
FYIM,IMMELMANN,-17.7752778,23.3075,FY,Namibia,FYIM
FYKA,KARIBIB,-21.8483333,15.9036111,FY,Namibia,FYKA
FYKB,KARASBURG,-28.03,18.7388889,FY,Namibia,FYKB
FYKD,KALKRAND,-24.0833333,17.5833333,FY,Namibia,FYKD
FYKE,KALAHARI GAME LODGE,-25.6502778,19.8769444,FY,Namibia,FYKE
FYKJ,KAMANJAB,-19.5208333,14.8202778,FY,Namibia,FYKJ
FYKN,OKONJIMA,-20.8672222,16.6394444,FY,Namibia,FYKN
FYKO,KOMBAT,-19.7,17.7166667,FY,Namibia,FYKO
FYKP,OKAPUTA,-20.1302778,17.0025,FY,Namibia,FYKP
FYKT,KEETMANSHOOP,-26.53888889,18.11166667,FY,Namibia,FYKT
FYKX,KHORIXAS,-20.3802778,14.9841667,FY,Namibia,FYKX
FYKZ,KUZIKUS,-23.3172222,18.3788889,FY,Namibia,FYKZ
FYLR,LA ROCHELLE,-23.25,17.9833333,FY,Namibia,FYLR
FYLS,LIANSHULU,-18.1161111,23.3883333,FY,Namibia,FYLS
FYLV,LEONARDVILLE,-23.5,18.7833333,FY,Namibia,FYLV
FYLW,LANGWERWACHT,-25.0005556,18.5336111,FY,Namibia,FYLW
FYMB,MEOB BAY,-24.6166667,14.6833333,FY,Namibia,FYMB
FYMD,MANGETTI DUNE,-19.5094444,19.7458333,FY,Namibia,FYMD
FYME,MOUNT ETJO,-21.0275,16.4794444,FY,Namibia,FYME
FYMF,MARIENFLUSS,-17.3333333,12.5,FY,Namibia,FYMF
FYMG,MIDGARD,-22.0833333,17.3666667,FY,Namibia,FYMG
FYMH,MALTAHOHE,-24.7716667,16.9794444,FY,Namibia,FYMH
FYMI,MILE 72,-21.9166667,14.1666667,FY,Namibia,FYMI
FYML,MARIENTAL,-24.60416667,17.925,FY,Namibia,FYML
FYMO,MOKUTI LODGE,-18.81444444,17.05194444,FY,Namibia,FYMO
FYMW,MOWE BAY,-19.3883333,12.7438889,FY,Namibia,FYMW
FYNA,NAMUTONI,-18.8063889,16.9244444,FY,Namibia,FYNA
FYNG,ONGAVA,-19.3288889,15.915,FY,Namibia,FYNG
FYNK,NKONGO,-17.5661111,17.2255556,FY,Namibia,FYNK
FYNN,NAMIB NAUKLUFT LODGE,-23.8447222,15.93,FY,Namibia,FYNN
FYOE,OMEGA,-18.0305556,22.1888889,FY,Namibia,FYOE
FYOJ,OUTJO,-20.0808333,16.1291667,FY,Namibia,FYOJ
FYOK,OKAKARARA,-20.6019444,17.4688889,FY,Namibia,FYOK
FYOM,OMARURU,-21.4147222,15.9380556,FY,Namibia,FYOM
FYON,OKAHANDJA,-22.0136111,16.8972222,FY,Namibia,FYON
FYOO,OKAUKUEJO,-19.1494444,15.9119444,FY,Namibia,FYOO
FYOP,OPUWA,-18.0613889,13.8505556,FY,Namibia,FYOP
FYOS,OSHAKATI,-17.7966667,15.6991667,FY,Namibia,FYOS
FYOT,OOTMOED,-23.9666667,19.7,FY,Namibia,FYOT
FYOU,OPERET,-18.6072222,17.1566667,FY,Namibia,FYOU
FYOV,OTAVI,-19.5083333,17.3194444,FY,Namibia,FYOV
FYOW,OTJIWARONGO,-20.4286111,17.1575,FY,Namibia,FYOW
FYOZ,OKOZONGOMINGO,-20.6311111,17.0919444,FY,Namibia,FYOZ
FYPO,POKWENI,-23.6425,17.7236111,FY,Namibia,FYPO
FYRC,RUACANA,-17.4205556,14.3716667,FY,Namibia,FYRC
FYRR,RAG ROCK,-20.5380556,14.4275,FY,Namibia,FYRR
FYRZ,ROSTOCK,-23.5422222,15.8391667,FY,Namibia,FYRZ
FYSA,SKORPION,-27.87600833,16.64772222,FY,Namibia,FYSA
FYSL,SOSSUSVLEI MOUNTAIN LODGE,-24.8033333,15.8911111,FY,Namibia,FYSL
FYSM,SWAKOPMUND,-22.65833333,14.56666667,FY,Namibia,FYSM
FYSO,SOLITAIRE,-23.9008333,16.0047222,FY,Namibia,FYSO
FYSP,STAMPRIET,-24.3519444,18.4333333,FY,Namibia,FYSP
FYSS,SESRIEM,-24.5833333,15.8333333,FY,Namibia,FYSS
FYST,STRATE,-23.9677778,18.5486111,FY,Namibia,FYST
FYTC,TOSCANINI,-20.8144444,13.3930556,FY,Namibia,FYTC
FYTK,TSUMKWE,-19.585,20.4525,FY,Namibia,FYTK
FYTM,TSUMEB,-19.2619444,17.7325,FY,Namibia,FYTM
FYUK,USAKOS,-21.9872222,15.6080556,FY,Namibia,FYUK
FYUS,UIS,-21.23,14.8669444,FY,Namibia,FYUS
FYVA,HAVANA,-21.1666667,16.9166667,FY,Namibia,FYVA
FYWD,WOLWEDANS,-25.1122222,15.9927778,FY,Namibia,FYWD
FYWI,WITVLEI,-22.4052778,18.4594444,FY,Namibia,FYWI
FYWK,WLOTSKAS BAKEN,-22.5083333,19.4844444,FY,Namibia,FYWK
FYWT,WITWATER,-24.63,15.9394444,FY,Namibia,FYWT
FZAB,KINSHASA/N'DOLO,-4.316666667,15.31666667,FZ,Democratic Republic of the Congo,FZAB
FZAD,CELO-ZONGO,-4.7736111,14.9152778,FZ,Democratic Republic of the Congo,FZAD
FZAE,KIMPOKO,-4.1944444,15.5469444,FZ,Democratic Republic of the Congo,FZAE
FZAF,NSANGI,-5.6063889,15.335,FZ,Democratic Republic of the Congo,FZAF
FZAG,MUANDA,-5.933333333,12.35,FZ,Democratic Republic of the Congo,FZAG
FZAH,TSHELA,-5.0058333,12.9238889,FZ,Democratic Republic of the Congo,FZAH
FZAI,KITONA-BASE,-5.9213889,12.4433333,FZ,Democratic Republic of the Congo,FZAI
FZAJ,BOMA,-5.8544444,13.0638889,FZ,Democratic Republic of the Congo,FZAJ
FZAL,LUOZI,-4.9452778,14.1244444,FZ,Democratic Republic of the Congo,FZAL
FZAM,MATADI/TSHIMPI,-5.799747222,13.44051111,FZ,Democratic Republic of the Congo,FZAM
FZAN,INGA,-5.5311111,13.5788889,FZ,Democratic Republic of the Congo,FZAN
FZAP,LUKALA,-5.4994444,14.5286111,FZ,Democratic Republic of the Congo,FZAP
FZAR,NKOLO-FUMA,-5.45,14.8333333,FZ,Democratic Republic of the Congo,FZAR
FZAS,INKISI,-5.1875,15.0094444,FZ,Democratic Republic of the Congo,FZAS
FZAU,KONDE,-5.75,12.25,FZ,Democratic Republic of the Congo,FZAU
FZAW,KWILU-NGONGO,-5.5,14.7,FZ,Democratic Republic of the Congo,FZAW
FZAX,LUHEKI,-4.8441667,13.7511111,FZ,Democratic Republic of the Congo,FZAX
FZAY,MVULA,-5.6280556,13.4236111,FZ,Democratic Republic of the Congo,FZAY
FZBA,INONGO,-1.9466667,18.2858333,FZ,Democratic Republic of the Congo,FZBA
FZBB,BONGIMBA,-3.3833333,20,FZ,Democratic Republic of the Congo,FZBB
FZBD,OSHWE,-3.3711111,19.5141667,FZ,Democratic Republic of the Congo,FZBD
FZBE,BENO,-3.6063889,17.8108333,FZ,Democratic Republic of the Congo,FZBE
FZBF,BONKITA,-3.1222222,18.6363889,FZ,Democratic Republic of the Congo,FZBF
FZBG,KEMPA,-2.94,18.4233333,FZ,Democratic Republic of the Congo,FZBG
FZBH,ISONGO,-1.3869444,18.3975,FZ,Democratic Republic of the Congo,FZBH
FZBI,NIOKI,-2.7172222,17.685,FZ,Democratic Republic of the Congo,FZBI
FZBJ,MUSHIE,-3.0069444,16.9255556,FZ,Democratic Republic of the Congo,FZBJ
FZBK,BOSOBE-BOSHWE,-3.0666667,18.65,FZ,Democratic Republic of the Congo,FZBK
FZBL,DJOKELE,-3.05,17.1,FZ,Democratic Republic of the Congo,FZBL
FZBN,MALEBO,-2.4136111,16.5458333,FZ,Democratic Republic of the Congo,FZBN
FZBO,BANDUNDU,-3.3113889,17.3816667,FZ,Democratic Republic of the Congo,FZBO
FZBP,NGEBOLOBO,-2.8,19.9,FZ,Democratic Republic of the Congo,FZBP
FZBQ,BINDJA,-3.3722222,19.6216667,FZ,Democratic Republic of the Congo,FZBQ
FZBR,BOLONGONKELE,-2.8,19.9083333,FZ,Democratic Republic of the Congo,FZBR
FZBS,SEMENDWA,-3.2375,18.1338889,FZ,Democratic Republic of the Congo,FZBS
FZBT,KIN/BASONGO MBOLIASA,-1.435,19.0238889,FZ,Democratic Republic of the Congo,FZBT
FZBU,IPEKE,-2.4833333,18.25,FZ,Democratic Republic of the Congo,FZBU
FZBV,KEMPILE,-2.7294444,18.1077778,FZ,Democratic Republic of the Congo,FZBV
FZBW,BOKOTE-BASENGELE,-1.9166667,17.9166667,FZ,Democratic Republic of the Congo,FZBW
FZCA,KIKWIT,-5.0358333,18.7855556,FZ,Democratic Republic of the Congo,FZCA
FZCB,IDIOFA,-4.9716667,19.5747222,FZ,Democratic Republic of the Congo,FZCB
FZCD,VANGA,-4.4244444,18.4263889,FZ,Democratic Republic of the Congo,FZCD
FZCE,LUSANGA,-4.8044444,18.7197222,FZ,Democratic Republic of the Congo,FZCE
FZCF,KAHEMBA,-7.3411111,18.9894444,FZ,Democratic Republic of the Congo,FZCF
FZCI,BANGA,-5.45,20.45,FZ,Democratic Republic of the Congo,FZCI
FZCK,KAJIJI,-7.6477778,18.4969444,FZ,Democratic Republic of the Congo,FZCK
FZCL,BANZA-LUTE,-4.2,17.8333333,FZ,Democratic Republic of the Congo,FZCL
FZCM,MANGAI II,-4.0833333,19.5,FZ,Democratic Republic of the Congo,FZCM
FZCO,BOKO,-5.3,16.85,FZ,Democratic Republic of the Congo,FZCO
FZCP,POPOKABAKA,-5.4,16.5833333,FZ,Democratic Republic of the Congo,FZCP
FZCR,BUSALA,-4.1680556,18.6980556,FZ,Democratic Republic of the Congo,FZCR
FZCS,KENGE,-4.8383333,17.0288889,FZ,Democratic Republic of the Congo,FZCS
FZCT,FATUNDU,-4.1316667,17.2861111,FZ,Democratic Republic of the Congo,FZCT
FZCU,ITO,-3.3605556,17.5186111,FZ,Democratic Republic of the Congo,FZCU
FZCV,MASI-MANIMBA,-4.8108333,17.83,FZ,Democratic Republic of the Congo,FZCV
FZCW,KIKONGO SUR WAMBA,-4.2666667,17.2666667,FZ,Democratic Republic of the Congo,FZCW
FZCX,KIMAFU,-4.6,17.5833333,FZ,Democratic Republic of the Congo,FZCX
FZCY,YUKI,-4.0919444,19.4391667,FZ,Democratic Republic of the Congo,FZCY
FZDA,MALANGA,-5.5711111,14.795,FZ,Democratic Republic of the Congo,FZDA
FZDB,KIMBAU,-5.6166667,17.6,FZ,Democratic Republic of the Congo,FZDB
FZDC,LUKUNI,-4.1377778,17.58,FZ,Democratic Republic of the Congo,FZDC
FZDD,WAMBA LUADI,-6.55,17.4,FZ,Democratic Republic of the Congo,FZDD
FZDE,TONO,-6.55,18.2,FZ,Democratic Republic of the Congo,FZDE
FZDF,NZAMBA,-6.8333333,17.6666667,FZ,Democratic Republic of the Congo,FZDF
FZDG,NYANGA,-5.9661111,20.4361111,FZ,Democratic Republic of the Congo,FZDG
FZDJ,MUTENA,-6.7666667,21.15,FZ,Democratic Republic of the Congo,FZDJ
FZDK,KIPATA-KATIKA,-5.0333333,17.65,FZ,Democratic Republic of the Congo,FZDK
FZDL,KOLOKOSO,-4.45,17.4166667,FZ,Democratic Republic of the Congo,FZDL
FZDM,MASAMUNA,-4.8,17.5833333,FZ,Democratic Republic of the Congo,FZDM
FZDN,MONGO-WA-KENDA,-6.9,16.95,FZ,Democratic Republic of the Congo,FZDN
FZDO,MOANZA,-5.5333333,17.6166667,FZ,Democratic Republic of the Congo,FZDO
FZDP,MUKEDI,-5.7,19.7666667,FZ,Democratic Republic of the Congo,FZDP
FZDQ,MANZELELE,-7.2833333,17.0316667,FZ,Democratic Republic of the Congo,FZDQ
FZDR,BOKELA,-1.1597222,21.8755556,FZ,Democratic Republic of the Congo,FZDR
FZDS,YASA-BONGA,-4.45,17.7833333,FZ,Democratic Republic of the Congo,FZDS
FZDT,MATARI,-6.1516667,17.6036111,FZ,Democratic Republic of the Congo,FZDT
FZDU,KIMPANGU,-5.8333333,15,FZ,Democratic Republic of the Congo,FZDU
FZDY,MISSAYI,-3.8833333,17.35,FZ,Democratic Republic of the Congo,FZDY
FZEB,MONIEKA,-0.0666667,19.9833333,FZ,Democratic Republic of the Congo,FZEB
FZEI,INGENDE,0.25,18.9333333,FZ,Democratic Republic of the Congo,FZEI
FZEM,YEMBE-MOKE,-4.6833333,18.2166667,FZ,Democratic Republic of the Congo,FZEM
FZEN,BASANKUSU,1.2247222,19.7883333,FZ,Democratic Republic of the Congo,FZEN
FZEO,BEONGO,1.0166667,20.6,FZ,Democratic Republic of the Congo,FZEO
FZEP,MENTOLE,1.3227778,20.7375,FZ,Democratic Republic of the Congo,FZEP
FZER,KODORO,1.2833333,20.3333333,FZ,Democratic Republic of the Congo,FZER
FZES,NGUMU,1.4863889,20.3019444,FZ,Democratic Republic of the Congo,FZES
FZFA,LIBENGE,3.6333333,18.6333333,FZ,Democratic Republic of the Congo,FZFA
FZFB,IMESSE,2.5230556,18.2675,FZ,Democratic Republic of the Congo,FZFB
FZFC,ENGENGELE,2.1166667,22.6469444,FZ,Democratic Republic of the Congo,FZFC
FZFD,GBADOLITE,4.252833333,20.97549444,FZ,Democratic Republic of the Congo,FZFD
FZFE,ABUMUMBAZI,3.6961111,22.15,FZ,Democratic Republic of the Congo,FZFE
FZFF,BAU,3.7333333,19.0833333,FZ,Democratic Republic of the Congo,FZFF
FZFG,BOKANDA,4.1166667,19.4166667,FZ,Democratic Republic of the Congo,FZFG
FZFH,MOKARIA-YAMOLETA,2.1166667,23.2833333,FZ,Democratic Republic of the Congo,FZFH
FZFJ,GOVONGO,4.1777778,19.7997222,FZ,Democratic Republic of the Congo,FZFJ
FZFL,KALA,3.4525,18.2297222,FZ,Democratic Republic of the Congo,FZFL
FZFN,LOMBO,4.4333333,19.5333333,FZ,Democratic Republic of the Congo,FZFN
FZFP,KOTAKOLI,4.166666667,21.75,FZ,Democratic Republic of the Congo,FZFP
FZFQ,MPAKA,4.1166667,19.2166667,FZ,Democratic Republic of the Congo,FZFQ
FZFR,MOMBONGO,1.65,23.15,FZ,Democratic Republic of the Congo,FZFR
FZFS,KARAWA,3.3666667,20.3,FZ,Democratic Republic of the Congo,FZFS
FZFT,TANDALA,2.95,19.3666667,FZ,Democratic Republic of the Congo,FZFT
FZFU,BUMBA,2.1830556,22.4805556,FZ,Democratic Republic of the Congo,FZFU
FZFV,GBADO,3.8833333,20.7833333,FZ,Democratic Republic of the Congo,FZFV
FZFW,GWAKA,2.4666667,20.1,FZ,Democratic Republic of the Congo,FZFW
FZGA,LISALA,2.1705556,21.4969444,FZ,Democratic Republic of the Congo,FZGA
FZGB,BOSONDJO,1.85,21.7808333,FZ,Democratic Republic of the Congo,FZGB
FZGC,BOLILA,1.8522222,23.1158333,FZ,Democratic Republic of the Congo,FZGC
FZGD,BOKENGE,2.7,20.7833333,FZ,Democratic Republic of the Congo,FZGD
FZGE,BINGA,2.3688889,20.45,FZ,Democratic Republic of the Congo,FZGE
FZGF,BOKUNGU,-0.6833333,22.3333333,FZ,Democratic Republic of the Congo,FZGF
FZGG,MONDOMBE,-0.8833333,22.8166667,FZ,Democratic Republic of the Congo,FZGG
FZGH,WEMA,-0.4333333,21.65,FZ,Democratic Republic of the Congo,FZGH
FZGI,YALINGIMBA,2.2738889,22.8472222,FZ,Democratic Republic of the Congo,FZGI
FZGN,BOENDE,-0.2866667,20.8838889,FZ,Democratic Republic of the Congo,FZGN
FZGT,BOTEKA,-0.3166667,19.0666667,FZ,Democratic Republic of the Congo,FZGT
FZGV,IKELA,-1.2,23.3,FZ,Democratic Republic of the Congo,FZGV
FZGX,MONKOTO,-1.6166667,20.6666667,FZ,Democratic Republic of the Congo,FZGX
FZGY,YEMO,-0.4666667,21.9333333,FZ,Democratic Republic of the Congo,FZGY
FZIF,UBUNDU,-0.35,25.45,FZ,Democratic Republic of the Congo,FZIF
FZIG,KM 95 CFL,-0.1386111,25.3891667,FZ,Democratic Republic of the Congo,FZIG
FZIK,KATENDE,0.3333333,25.5,FZ,Democratic Republic of the Congo,FZIK
